event_id,event_type,occurred_at,order_id,fulfilment_unit_id,delivery_id,store_id,rider_id,reason
EVT-0001022,DELIVERY_STARTED,2026-08-15 11:35:33,ORD-000099,FU-000097,DEL-000088,STR-013,RID-000048,
EVT-0000331,DELIVERED,2026-08-15 11:35:49,ORD-000032,FU-000033,DEL-000029,STR-020,RID-000032,
EVT-0000610,DELIVERED,2026-08-15 11:36:05,ORD-000062,FU-000059,DEL-000054,STR-018,RID-000039,
EVT-0001030,PACKING_COMPLETED,2026-08-15 11:36:19,ORD-000100,FU-000098,,STR-011,,
EVT-0001038,PICKING_COMPLETED,2026-08-15 11:36:33,ORD-000100,FU-000099,,STR-006,,
EVT-0001039,PACKING_STARTED,2026-08-15 11:36:49,ORD-000100,FU-000099,,STR-006,,
EVT-0001033,PICKED_UP,2026-08-15 11:37:11,ORD-000100,FU-000098,DEL-000089,STR-011,RID-000003,
EVT-0001034,DELIVERY_STARTED,2026-08-15 11:37:41,ORD-000100,FU-000098,DEL-000089,STR-011,RID-000003,
EVT-0001040,PACKING_COMPLETED,2026-08-15 11:37:55,ORD-000100,FU-000099,,STR-006,,
EVT-0001043,PICKED_UP,2026-08-15 11:38:41,ORD-000100,FU-000099,DEL-000090,STR-006,RID-000023,
EVT-0001044,DELIVERY_STARTED,2026-08-15 11:38:58,ORD-000100,FU-000099,DEL-000090,STR-006,RID-000023,
EVT-0001035,DELIVERED,2026-08-15 11:43:06,ORD-000100,FU-000098,DEL-000089,STR-011,RID-000003,
EVT-0001023,DELIVERED,2026-08-15 11:43:08,ORD-000099,FU-000097,DEL-000088,STR-013,RID-000048,
EVT-0001045,DELIVERED,2026-08-15 11:43:16,ORD-000100,FU-000099,DEL-000090,STR-006,RID-000023,
EVT-0000356,ORDER_CREATED,2026-08-15 12:00:01,ORD-000035,,,,,
EVT-0000357,PAYMENT_SUCCESS,2026-08-15 12:00:43,ORD-000035,,,,,
EVT-0000358,STORE_ASSIGNED,2026-08-15 12:02:04,ORD-000035,FU-000036,,STR-010,,
EVT-0000363,RIDER_ASSIGNED,2026-08-15 12:03:00,ORD-000035,FU-000036,DEL-000032,STR-010,RID-000028,
EVT-0000364,RIDER_ARRIVED_AT_STORE,2026-08-15 12:04:00,ORD-000035,FU-000036,DEL-000032,STR-010,RID-000028,
EVT-0000359,PICKING_STARTED,2026-08-15 12:04:48,ORD-000035,FU-000036,,STR-010,,
EVT-0000360,PICKING_COMPLETED,2026-08-15 12:07:49,ORD-000035,FU-000036,,STR-010,,
EVT-0000361,PACKING_STARTED,2026-08-15 12:08:13,ORD-000035,FU-000036,,STR-010,,
EVT-0000362,PACKING_COMPLETED,2026-08-15 12:11:42,ORD-000035,FU-000036,,STR-010,,
EVT-0000365,PICKED_UP,2026-08-15 12:12:09,ORD-000035,FU-000036,DEL-000032,STR-010,RID-000028,
EVT-0000366,DELIVERY_STARTED,2026-08-15 12:12:48,ORD-000035,FU-000036,DEL-000032,STR-010,RID-000028,
EVT-0000461,ORDER_CREATED,2026-08-15 12:16:10,ORD-000048,,,,,
EVT-0000462,PAYMENT_SUCCESS,2026-08-15 12:16:25,ORD-000048,,,,,
EVT-0000520,ORDER_CREATED,2026-08-15 12:16:39,ORD-000055,,,,,
EVT-0000521,PAYMENT_SUCCESS,2026-08-15 12:17:01,ORD-000055,,,,,
EVT-0000463,STORE_ASSIGNED,2026-08-15 12:17:31,ORD-000048,FU-000046,,STR-003,,
EVT-0000522,STORE_ASSIGNED,2026-08-15 12:18:07,ORD-000055,FU-000052,,STR-001,,
EVT-0000464,PICKING_STARTED,2026-08-15 12:19:19,ORD-000048,FU-000046,,STR-003,,
EVT-0000468,RIDER_ASSIGNED,2026-08-15 12:20:00,ORD-000048,FU-000046,DEL-000042,STR-003,RID-000002,
EVT-0000523,PICKING_STARTED,2026-08-15 12:20:47,ORD-000055,FU-000052,,STR-001,,
EVT-0000367,DELIVERED,2026-08-15 12:21:09,ORD-000035,FU-000036,DEL-000032,STR-010,RID-000028,
EVT-0000465,PICKING_COMPLETED,2026-08-15 12:22:48,ORD-000048,FU-000046,,STR-003,,
EVT-0000469,RIDER_ARRIVED_AT_STORE,2026-08-15 12:23:00,ORD-000048,FU-000046,DEL-000042,STR-003,RID-000002,
EVT-0000466,PACKING_STARTED,2026-08-15 12:23:21,ORD-000048,FU-000046,,STR-003,,
EVT-0000524,PICKING_COMPLETED,2026-08-15 12:24:52,ORD-000055,FU-000052,,STR-001,,
EVT-0000525,PACKING_STARTED,2026-08-15 12:25:31,ORD-000055,FU-000052,,STR-001,,
EVT-0000467,PACKING_COMPLETED,2026-08-15 12:25:32,ORD-000048,FU-000046,,STR-003,,
EVT-0000470,PICKED_UP,2026-08-15 12:26:31,ORD-000048,FU-000046,DEL-000042,STR-003,RID-000002,
EVT-0000526,PACKING_COMPLETED,2026-08-15 12:26:51,ORD-000055,FU-000052,,STR-001,,
EVT-0000471,DELIVERY_STARTED,2026-08-15 12:27:18,ORD-000048,FU-000046,DEL-000042,STR-003,RID-000002,
EVT-0000449,ORDER_CREATED,2026-08-15 12:28:44,ORD-000047,,,,,
EVT-0000450,PAYMENT_SUCCESS,2026-08-15 12:29:23,ORD-000047,,,,,
EVT-0000451,STORE_ASSIGNED,2026-08-15 12:30:27,ORD-000047,FU-000045,,STR-011,,
EVT-0000663,ORDER_CREATED,2026-08-15 12:31:06,ORD-000069,,,,,
EVT-0000090,ORDER_CREATED,2026-08-15 12:31:10,ORD-000011,,,,,
EVT-0000091,PAYMENT_SUCCESS,2026-08-15 12:31:35,ORD-000011,,,,,
EVT-0000664,PAYMENT_SUCCESS,2026-08-15 12:31:47,ORD-000069,,,,,
EVT-0000092,STORE_ASSIGNED,2026-08-15 12:32:25,ORD-000011,FU-000011,,STR-005,,
EVT-0000452,PICKING_STARTED,2026-08-15 12:32:55,ORD-000047,FU-000045,,STR-011,,
EVT-0000665,STORE_ASSIGNED,2026-08-15 12:33:16,ORD-000069,FU-000065,,STR-010,,
EVT-0000666,PICKING_STARTED,2026-08-15 12:34:45,ORD-000069,FU-000065,,STR-010,,
EVT-0000453,PICKING_COMPLETED,2026-08-15 12:35:00,ORD-000047,FU-000045,,STR-011,,
EVT-0000093,PICKING_STARTED,2026-08-15 12:35:09,ORD-000011,FU-000011,,STR-005,,
EVT-0000454,PACKING_STARTED,2026-08-15 12:35:16,ORD-000047,FU-000045,,STR-011,,
EVT-0000456,RIDER_ASSIGNED,2026-08-15 12:36:00,ORD-000047,FU-000045,DEL-000041,STR-011,RID-000005,
EVT-0000472,DELIVERED,2026-08-15 12:36:06,ORD-000048,FU-000046,DEL-000042,STR-003,RID-000002,
EVT-0000197,ORDER_CREATED,2026-08-15 12:36:46,ORD-000022,,,,,
EVT-0000198,PAYMENT_SUCCESS,2026-08-15 12:37:10,ORD-000022,,,,,
EVT-0000455,PACKING_COMPLETED,2026-08-15 12:37:32,ORD-000047,FU-000045,,STR-011,,
EVT-0000670,RIDER_ASSIGNED,2026-08-15 12:38:00,ORD-000069,FU-000065,DEL-000059,STR-010,RID-000028,
EVT-0000199,STORE_ASSIGNED,2026-08-15 12:38:10,ORD-000022,FU-000022,,STR-010,,
EVT-0000667,PICKING_COMPLETED,2026-08-15 12:38:54,ORD-000069,FU-000065,,STR-010,,
EVT-0000094,PICKING_COMPLETED,2026-08-15 12:39:13,ORD-000011,FU-000011,,STR-005,,
EVT-0000095,PACKING_STARTED,2026-08-15 12:39:29,ORD-000011,FU-000011,,STR-005,,
EVT-0000668,PACKING_STARTED,2026-08-15 12:39:37,ORD-000069,FU-000065,,STR-010,,
EVT-0000200,PICKING_STARTED,2026-08-15 12:39:55,ORD-000022,FU-000022,,STR-010,,
EVT-0000457,RIDER_ARRIVED_AT_STORE,2026-08-15 12:40:00,ORD-000047,FU-000045,DEL-000041,STR-011,RID-000005,
EVT-0000458,PICKED_UP,2026-08-15 12:40:33,ORD-000047,FU-000045,DEL-000041,STR-011,RID-000005,
EVT-0000096,PACKING_COMPLETED,2026-08-15 12:40:55,ORD-000011,FU-000011,,STR-005,,
EVT-0000459,DELIVERY_STARTED,2026-08-15 12:41:33,ORD-000047,FU-000045,DEL-000041,STR-011,RID-000005,
EVT-0000669,PACKING_COMPLETED,2026-08-15 12:41:46,ORD-000069,FU-000065,,STR-010,,
EVT-0000204,RIDER_ASSIGNED,2026-08-15 12:42:00,ORD-000022,FU-000022,DEL-000018,STR-010,RID-000023,
EVT-0000926,ORDER_CREATED,2026-08-15 12:42:09,ORD-000091,,,,,
EVT-0000927,PAYMENT_SUCCESS,2026-08-15 12:42:52,ORD-000091,,,,,
EVT-0000205,RIDER_ARRIVED_AT_STORE,2026-08-15 12:43:00,ORD-000022,FU-000022,DEL-000018,STR-010,RID-000023,
EVT-0000671,RIDER_ARRIVED_AT_STORE,2026-08-15 12:43:00,ORD-000069,FU-000065,DEL-000059,STR-010,RID-000028,
EVT-0000672,PICKED_UP,2026-08-15 12:43:45,ORD-000069,FU-000065,DEL-000059,STR-010,RID-000028,
EVT-0000201,PICKING_COMPLETED,2026-08-15 12:44:03,ORD-000022,FU-000022,,STR-010,,
EVT-0000673,DELIVERY_STARTED,2026-08-15 12:44:17,ORD-000069,FU-000065,DEL-000059,STR-010,RID-000028,
EVT-0000928,STORE_ASSIGNED,2026-08-15 12:44:18,ORD-000091,FU-000089,,STR-013,,
EVT-0000202,PACKING_STARTED,2026-08-15 12:44:36,ORD-000022,FU-000022,,STR-010,,
EVT-0000929,PICKING_STARTED,2026-08-15 12:46:40,ORD-000091,FU-000089,,STR-013,,
EVT-0000203,PACKING_COMPLETED,2026-08-15 12:47:02,ORD-000022,FU-000022,,STR-010,,
EVT-0000206,PICKED_UP,2026-08-15 12:47:42,ORD-000022,FU-000022,DEL-000018,STR-010,RID-000023,
EVT-0000933,RIDER_ASSIGNED,2026-08-15 12:48:00,ORD-000091,FU-000089,DEL-000081,STR-013,RID-000011,
EVT-0000207,DELIVERY_STARTED,2026-08-15 12:48:31,ORD-000022,FU-000022,DEL-000018,STR-010,RID-000023,
EVT-0000930,PICKING_COMPLETED,2026-08-15 12:49:04,ORD-000091,FU-000089,,STR-013,,
EVT-0000931,PACKING_STARTED,2026-08-15 12:49:37,ORD-000091,FU-000089,,STR-013,,
EVT-0000934,RIDER_ARRIVED_AT_STORE,2026-08-15 12:50:00,ORD-000091,FU-000089,DEL-000081,STR-013,RID-000011,
EVT-0000932,PACKING_COMPLETED,2026-08-15 12:51:57,ORD-000091,FU-000089,,STR-013,,
EVT-0000935,PICKED_UP,2026-08-15 12:52:46,ORD-000091,FU-000089,DEL-000081,STR-013,RID-000011,
EVT-0000936,DELIVERY_STARTED,2026-08-15 12:54:03,ORD-000091,FU-000089,DEL-000081,STR-013,RID-000011,
EVT-0000460,DELIVERED,2026-08-15 12:54:47,ORD-000047,FU-000045,DEL-000041,STR-011,RID-000005,
EVT-0000674,DELIVERED,2026-08-15 12:55:21,ORD-000069,FU-000065,DEL-000059,STR-010,RID-000028,
EVT-0000208,DELIVERED,2026-08-15 12:56:11,ORD-000022,FU-000022,DEL-000018,STR-010,RID-000023,
EVT-0000937,DELIVERED,2026-08-15 13:05:12,ORD-000091,FU-000089,DEL-000081,STR-013,RID-000011,
EVT-0000822,ORDER_CREATED,2026-08-15 13:23:19,ORD-000081,,,,,
EVT-0000209,ORDER_CREATED,2026-08-15 13:23:31,ORD-000023,,,,,
EVT-0000210,PAYMENT_SUCCESS,2026-08-15 13:23:51,ORD-000023,,,,,
EVT-0000823,PAYMENT_SUCCESS,2026-08-15 13:23:58,ORD-000081,,,,,
EVT-0000824,STORE_ASSIGNED,2026-08-15 13:24:57,ORD-000081,FU-000079,,STR-010,,
EVT-0000211,STORE_ASSIGNED,2026-08-15 13:25:22,ORD-000023,FU-000023,,STR-014,,
EVT-0000825,PICKING_STARTED,2026-08-15 13:26:14,ORD-000081,FU-000079,,STR-010,,
EVT-0000829,RIDER_ASSIGNED,2026-08-15 13:27:00,ORD-000081,FU-000079,DEL-000073,STR-010,RID-000007,
EVT-0000212,PICKING_STARTED,2026-08-15 13:27:53,ORD-000023,FU-000023,,STR-014,,
EVT-0000216,RIDER_ASSIGNED,2026-08-15 13:30:00,ORD-000023,FU-000023,DEL-000019,STR-014,RID-000049,
EVT-0000830,RIDER_ARRIVED_AT_STORE,2026-08-15 13:30:00,ORD-000081,FU-000079,DEL-000073,STR-010,RID-000007,
EVT-0000171,ORDER_CREATED,2026-08-15 13:30:46,ORD-000019,,,,,
EVT-0000172,PAYMENT_SUCCESS,2026-08-15 13:31:16,ORD-000019,,,,,
EVT-0000213,PICKING_COMPLETED,2026-08-15 13:32:07,ORD-000023,FU-000023,,STR-014,,
EVT-0000173,STORE_ASSIGNED,2026-08-15 13:32:12,ORD-000019,FU-000019,,STR-015,,
EVT-0000214,PACKING_STARTED,2026-08-15 13:32:37,ORD-000023,FU-000023,,STR-014,,
EVT-0000178,RIDER_ASSIGNED,2026-08-15 13:34:00,ORD-000019,FU-000019,DEL-000015,STR-015,RID-000044,
EVT-0000826,PICKING_COMPLETED,2026-08-15 13:34:12,ORD-000081,FU-000079,,STR-010,,
EVT-0000174,PICKING_STARTED,2026-08-15 13:34:43,ORD-000019,FU-000019,,STR-015,,
EVT-0000827,PACKING_STARTED,2026-08-15 13:34:50,ORD-000081,FU-000079,,STR-010,,
EVT-0000217,RIDER_ARRIVED_AT_STORE,2026-08-15 13:35:00,ORD-000023,FU-000023,DEL-000019,STR-014,RID-000049,
EVT-0000215,PACKING_COMPLETED,2026-08-15 13:36:03,ORD-000023,FU-000023,,STR-014,,
EVT-0000218,PICKED_UP,2026-08-15 13:36:25,ORD-000023,FU-000023,DEL-000019,STR-014,RID-000049,
EVT-0000179,RIDER_ARRIVED_AT_STORE,2026-08-15 13:37:00,ORD-000019,FU-000019,DEL-000015,STR-015,RID-000044,
EVT-0000219,DELIVERY_STARTED,2026-08-15 13:37:47,ORD-000023,FU-000023,DEL-000019,STR-014,RID-000049,
EVT-0000828,PACKING_COMPLETED,2026-08-15 13:38:01,ORD-000081,FU-000079,,STR-010,,
EVT-0000392,ORDER_CREATED,2026-08-15 13:38:04,ORD-000039,,,,,
EVT-0000831,PICKED_UP,2026-08-15 13:38:45,ORD-000081,FU-000079,DEL-000073,STR-010,RID-000007,
EVT-0000393,PAYMENT_SUCCESS,2026-08-15 13:38:49,ORD-000039,,,,,
EVT-0000832,DELIVERY_STARTED,2026-08-15 13:39:20,ORD-000081,FU-000079,DEL-000073,STR-010,RID-000007,
EVT-0000394,STORE_ASSIGNED,2026-08-15 13:40:15,ORD-000039,FU-000039,,STR-015,,
EVT-0000175,PICKING_COMPLETED,2026-08-15 13:40:33,ORD-000019,FU-000019,,STR-015,,
EVT-0000176,PACKING_STARTED,2026-08-15 13:41:07,ORD-000019,FU-000019,,STR-015,,
EVT-0000395,PICKING_STARTED,2026-08-15 13:42:32,ORD-000039,FU-000039,,STR-015,,
EVT-0000651,ORDER_CREATED,2026-08-15 13:42:51,ORD-000068,,,,,
EVT-0000652,PAYMENT_SUCCESS,2026-08-15 13:43:19,ORD-000068,,,,,
EVT-0000177,PACKING_COMPLETED,2026-08-15 13:44:07,ORD-000019,FU-000019,,STR-015,,
EVT-0000180,PICKED_UP,2026-08-15 13:44:24,ORD-000019,FU-000019,DEL-000015,STR-015,RID-000044,
EVT-0000653,STORE_ASSIGNED,2026-08-15 13:44:46,ORD-000068,FU-000064,,STR-015,,
EVT-0000181,DELIVERY_STARTED,2026-08-15 13:45:48,ORD-000019,FU-000019,DEL-000015,STR-015,RID-000044,
EVT-0000396,PICKING_COMPLETED,2026-08-15 13:46:59,ORD-000039,FU-000039,,STR-015,,
EVT-0000654,PICKING_STARTED,2026-08-15 13:47:21,ORD-000068,FU-000064,,STR-015,,
EVT-0000397,PACKING_STARTED,2026-08-15 13:47:30,ORD-000039,FU-000039,,STR-015,,
EVT-0000833,DELIVERED,2026-08-15 13:48:08,ORD-000081,FU-000079,DEL-000073,STR-010,RID-000007,
EVT-0000109,ORDER_CREATED,2026-08-15 13:48:10,ORD-000013,,,,,
EVT-0000110,PAYMENT_SUCCESS,2026-08-15 13:48:28,ORD-000013,,,,,
EVT-0000220,DELIVERED,2026-08-15 13:48:39,ORD-000023,FU-000023,DEL-000019,STR-014,RID-000049,
EVT-0000658,RIDER_ASSIGNED,2026-08-15 13:50:00,ORD-000068,FU-000064,DEL-000058,STR-015,RID-000026,
EVT-0000111,STORE_ASSIGNED,2026-08-15 13:50:28,ORD-000013,FU-000013,,STR-004,,
EVT-0000398,PACKING_COMPLETED,2026-08-15 13:51:00,ORD-000039,FU-000039,,STR-015,,
EVT-0000659,RIDER_ARRIVED_AT_STORE,2026-08-15 13:51:00,ORD-000068,FU-000064,DEL-000058,STR-015,RID-000026,
EVT-0000655,PICKING_COMPLETED,2026-08-15 13:52:31,ORD-000068,FU-000064,,STR-015,,
EVT-0000112,PICKING_STARTED,2026-08-15 13:52:44,ORD-000013,FU-000013,,STR-004,,
EVT-0000656,PACKING_STARTED,2026-08-15 13:52:49,ORD-000068,FU-000064,,STR-015,,
EVT-0000182,DELIVERED,2026-08-15 13:53:28,ORD-000019,FU-000019,DEL-000015,STR-015,RID-000044,
EVT-0000298,ORDER_CREATED,2026-08-15 13:54:24,ORD-000030,,,,,
EVT-0000299,PAYMENT_SUCCESS,2026-08-15 13:54:42,ORD-000030,,,,,
EVT-0000116,RIDER_ASSIGNED,2026-08-15 13:55:00,ORD-000013,FU-000013,DEL-000010,STR-004,RID-000002,
EVT-0000657,PACKING_COMPLETED,2026-08-15 13:55:10,ORD-000068,FU-000064,,STR-015,,
EVT-0000660,PICKED_UP,2026-08-15 13:55:28,ORD-000068,FU-000064,DEL-000058,STR-015,RID-000026,
EVT-0000300,STORE_ASSIGNED,2026-08-15 13:56:00,ORD-000030,FU-000031,,STR-003,,
EVT-0000661,DELIVERY_STARTED,2026-08-15 13:56:45,ORD-000068,FU-000064,DEL-000058,STR-015,RID-000026,
EVT-0000305,RIDER_ASSIGNED,2026-08-15 13:58:00,ORD-000030,FU-000031,DEL-000027,STR-003,RID-000006,
EVT-0000301,PICKING_STARTED,2026-08-15 13:58:06,ORD-000030,FU-000031,,STR-003,,
EVT-0000117,RIDER_ARRIVED_AT_STORE,2026-08-15 13:59:00,ORD-000013,FU-000013,DEL-000010,STR-004,RID-000002,
EVT-0000113,PICKING_COMPLETED,2026-08-15 14:00:32,ORD-000013,FU-000013,,STR-004,,
EVT-0000302,PICKING_COMPLETED,2026-08-15 14:01:02,ORD-000030,FU-000031,,STR-003,,
EVT-0000114,PACKING_STARTED,2026-08-15 14:01:04,ORD-000013,FU-000013,,STR-004,,
EVT-0000303,PACKING_STARTED,2026-08-15 14:01:17,ORD-000030,FU-000031,,STR-003,,
EVT-0000115,PACKING_COMPLETED,2026-08-15 14:02:13,ORD-000013,FU-000013,,STR-004,,
EVT-0000118,PICKED_UP,2026-08-15 14:02:46,ORD-000013,FU-000013,DEL-000010,STR-004,RID-000002,
EVT-0000662,DELIVERED,2026-08-15 14:02:51,ORD-000068,FU-000064,DEL-000058,STR-015,RID-000026,
EVT-0000306,RIDER_ARRIVED_AT_STORE,2026-08-15 14:03:00,ORD-000030,FU-000031,DEL-000027,STR-003,RID-000006,
EVT-0000119,DELIVERY_STARTED,2026-08-15 14:03:05,ORD-000013,FU-000013,DEL-000010,STR-004,RID-000002,
EVT-0000304,PACKING_COMPLETED,2026-08-15 14:04:37,ORD-000030,FU-000031,,STR-003,,
EVT-0000307,PICKED_UP,2026-08-15 14:04:59,ORD-000030,FU-000031,DEL-000027,STR-003,RID-000006,
EVT-0000308,DELIVERY_STARTED,2026-08-15 14:05:44,ORD-000030,FU-000031,DEL-000027,STR-003,RID-000006,
EVT-0000120,DELIVERED,2026-08-15 14:06:39,ORD-000013,FU-000013,DEL-000010,STR-004,RID-000002,
EVT-0000309,DELIVERED,2026-08-15 14:17:00,ORD-000030,FU-000031,DEL-000027,STR-003,RID-000006,
EVT-0000611,ORDER_CREATED,2026-08-15 17:09:54,ORD-000064,,,,,
EVT-0000612,PAYMENT_SUCCESS,2026-08-15 17:10:03,ORD-000064,,,,,
EVT-0000221,ORDER_CREATED,2026-08-15 17:10:09,ORD-000024,,,,,
EVT-0000222,PAYMENT_SUCCESS,2026-08-15 17:10:29,ORD-000024,,,,,
EVT-0000613,STORE_ASSIGNED,2026-08-15 17:11:26,ORD-000064,FU-000060,,STR-006,,
EVT-0000223,STORE_ASSIGNED,2026-08-15 17:12:15,ORD-000024,FU-000024,,STR-020,,
EVT-0000614,FULFILMENT_FAILED,2026-08-15 17:12:26,ORD-000064,FU-000060,,STR-006,,STORE_OPERATIONAL_FAILURE
EVT-0000224,PICKING_STARTED,2026-08-15 17:13:53,ORD-000024,FU-000024,,STR-020,,
EVT-0000228,RIDER_ASSIGNED,2026-08-15 17:15:00,ORD-000024,FU-000024,DEL-000020,STR-020,RID-000008,
EVT-0000225,PICKING_COMPLETED,2026-08-15 17:17:59,ORD-000024,FU-000024,,STR-020,,
EVT-0000229,RIDER_ARRIVED_AT_STORE,2026-08-15 17:18:00,ORD-000024,FU-000024,DEL-000020,STR-020,RID-000008,
EVT-0000226,PACKING_STARTED,2026-08-15 17:18:25,ORD-000024,FU-000024,,STR-020,,
EVT-0000227,PACKING_COMPLETED,2026-08-15 17:20:37,ORD-000024,FU-000024,,STR-020,,
EVT-0000230,PICKED_UP,2026-08-15 17:21:02,ORD-000024,FU-000024,DEL-000020,STR-020,RID-000008,
EVT-0000231,DELIVERY_STARTED,2026-08-15 17:21:22,ORD-000024,FU-000024,DEL-000020,STR-020,RID-000008,
EVT-0000232,DELIVERED,2026-08-15 17:29:25,ORD-000024,FU-000024,DEL-000020,STR-020,RID-000008,
EVT-0000245,ORDER_CREATED,2026-08-15 17:43:15,ORD-000026,,,,,
EVT-0000246,PAYMENT_SUCCESS,2026-08-15 17:43:43,ORD-000026,,,,,
EVT-0000247,STORE_ASSIGNED,2026-08-15 17:45:12,ORD-000026,FU-000026,,STR-006,,
EVT-0000248,PICKING_STARTED,2026-08-15 17:46:49,ORD-000026,FU-000026,,STR-006,,
EVT-0000786,ORDER_CREATED,2026-08-15 17:48:58,ORD-000078,,,,,
EVT-0000252,RIDER_ASSIGNED,2026-08-15 17:49:00,ORD-000026,FU-000026,DEL-000022,STR-006,RID-000037,
EVT-0000787,PAYMENT_SUCCESS,2026-08-15 17:49:12,ORD-000078,,,,,
EVT-0000249,PICKING_COMPLETED,2026-08-15 17:50:27,ORD-000026,FU-000026,,STR-006,,
EVT-0000250,PACKING_STARTED,2026-08-15 17:50:46,ORD-000026,FU-000026,,STR-006,,
EVT-0000788,STORE_ASSIGNED,2026-08-15 17:50:47,ORD-000078,FU-000076,,STR-018,,
EVT-0000253,RIDER_ARRIVED_AT_STORE,2026-08-15 17:51:00,ORD-000026,FU-000026,DEL-000022,STR-006,RID-000037,
EVT-0000793,RIDER_ASSIGNED,2026-08-15 17:53:00,ORD-000078,FU-000076,DEL-000070,STR-018,RID-000049,
EVT-0000789,PICKING_STARTED,2026-08-15 17:53:20,ORD-000078,FU-000076,,STR-018,,
EVT-0000251,PACKING_COMPLETED,2026-08-15 17:54:07,ORD-000026,FU-000026,,STR-006,,
EVT-0000254,PICKED_UP,2026-08-15 17:54:34,ORD-000026,FU-000026,DEL-000022,STR-006,RID-000037,
EVT-0000255,DELIVERY_STARTED,2026-08-15 17:55:51,ORD-000026,FU-000026,DEL-000022,STR-006,RID-000037,
EVT-0000794,RIDER_ARRIVED_AT_STORE,2026-08-15 17:57:00,ORD-000078,FU-000076,DEL-000070,STR-018,RID-000049,
EVT-0000790,PICKING_COMPLETED,2026-08-15 17:58:19,ORD-000078,FU-000076,,STR-018,,
EVT-0000791,PACKING_STARTED,2026-08-15 17:58:49,ORD-000078,FU-000076,,STR-018,,
EVT-0000792,PACKING_COMPLETED,2026-08-15 18:02:16,ORD-000078,FU-000076,,STR-018,,
EVT-0000795,PICKED_UP,2026-08-15 18:03:15,ORD-000078,FU-000076,DEL-000070,STR-018,RID-000049,
EVT-0000796,DELIVERY_STARTED,2026-08-15 18:04:17,ORD-000078,FU-000076,DEL-000070,STR-018,RID-000049,
EVT-0000675,ORDER_CREATED,2026-08-15 18:05:04,ORD-000070,,,,,
EVT-0000676,PAYMENT_SUCCESS,2026-08-15 18:05:34,ORD-000070,,,,,
EVT-0000256,DELIVERED,2026-08-15 18:06:09,ORD-000026,FU-000026,DEL-000022,STR-006,RID-000037,
EVT-0000677,STORE_ASSIGNED,2026-08-15 18:07:07,ORD-000070,FU-000066,,STR-005,,
EVT-0000687,STORE_ASSIGNED,2026-08-15 18:07:07,ORD-000070,FU-000067,,STR-008,,
EVT-0000682,RIDER_ASSIGNED,2026-08-15 18:08:00,ORD-000070,FU-000066,DEL-000060,STR-005,RID-000040,
EVT-0000688,PICKING_STARTED,2026-08-15 18:08:45,ORD-000070,FU-000067,,STR-008,,
EVT-0000678,PICKING_STARTED,2026-08-15 18:09:54,ORD-000070,FU-000066,,STR-005,,
EVT-0000683,RIDER_ARRIVED_AT_STORE,2026-08-15 18:11:00,ORD-000070,FU-000066,DEL-000060,STR-005,RID-000040,
EVT-0000692,RIDER_ASSIGNED,2026-08-15 18:11:00,ORD-000070,FU-000067,DEL-000061,STR-008,RID-000016,
EVT-0000797,DELIVERED,2026-08-15 18:11:02,ORD-000078,FU-000076,DEL-000070,STR-018,RID-000049,
EVT-0000679,PICKING_COMPLETED,2026-08-15 18:11:55,ORD-000070,FU-000066,,STR-005,,
EVT-0000693,RIDER_ARRIVED_AT_STORE,2026-08-15 18:12:00,ORD-000070,FU-000067,DEL-000061,STR-008,RID-000016,
EVT-0000492,ORDER_CREATED,2026-08-15 18:12:02,ORD-000052,,,,,
EVT-0000680,PACKING_STARTED,2026-08-15 18:12:21,ORD-000070,FU-000066,,STR-005,,
EVT-0000493,PAYMENT_SUCCESS,2026-08-15 18:12:39,ORD-000052,,,,,
EVT-0000041,ORDER_CREATED,2026-08-15 18:12:40,ORD-000006,,,,,
EVT-0000689,PICKING_COMPLETED,2026-08-15 18:12:48,ORD-000070,FU-000067,,STR-008,,
EVT-0000042,PAYMENT_SUCCESS,2026-08-15 18:13:08,ORD-000006,,,,,
EVT-0000690,PACKING_STARTED,2026-08-15 18:13:20,ORD-000070,FU-000067,,STR-008,,
EVT-0000681,PACKING_COMPLETED,2026-08-15 18:13:48,ORD-000070,FU-000066,,STR-005,,
EVT-0000494,STORE_ASSIGNED,2026-08-15 18:13:54,ORD-000052,FU-000049,,STR-019,,
EVT-0000043,STORE_ASSIGNED,2026-08-15 18:14:15,ORD-000006,FU-000005,,STR-009,,
EVT-0000691,PACKING_COMPLETED,2026-08-15 18:14:20,ORD-000070,FU-000067,,STR-008,,
EVT-0000684,PICKED_UP,2026-08-15 18:14:42,ORD-000070,FU-000066,DEL-000060,STR-005,RID-000040,
EVT-0000685,DELIVERY_STARTED,2026-08-15 18:15:11,ORD-000070,FU-000066,DEL-000060,STR-005,RID-000040,
EVT-0000694,PICKED_UP,2026-08-15 18:15:16,ORD-000070,FU-000067,DEL-000061,STR-008,RID-000016,
EVT-0000499,RIDER_ASSIGNED,2026-08-15 18:16:00,ORD-000052,FU-000049,DEL-000045,STR-019,RID-000018,
EVT-0000695,DELIVERY_STARTED,2026-08-15 18:16:05,ORD-000070,FU-000067,DEL-000061,STR-008,RID-000016,
EVT-0000495,PICKING_STARTED,2026-08-15 18:16:33,ORD-000052,FU-000049,,STR-019,,
EVT-0000044,PICKING_STARTED,2026-08-15 18:16:55,ORD-000006,FU-000005,,STR-009,,
